time,wheel_l,wheel_r,roll,pitch,alpha,beta_l,beta_r
0.0,-18.0,0.0,2.7681704964351087e-06,0.2249999963903847,0.0,-1.5363817510424467,-0.0029111170076836284
0.001,-18.0,0.0018001800180018,8.115297596451767e-06,0.2249999963256758,0.0,-1.5323041444498031,-0.005507793814569237
0.002,-18.0,0.0036003600360036,1.5866342112038612e-05,0.22499999605064,0.0,-1.5283150516926962,-0.007729528090843455
0.003,-18.0,0.0054005400540054005,2.5875746541347975e-05,0.22499999535613094,0.0,-1.524398842990477,-0.009638749607903833
0.004,-18.0,0.0072007200720072,3.80159796544614e-05,0.2249999939821647,0.0,-1.5205473144575796,-0.011274983223594746
0.005,-18.0,0.009000900090009001,5.216027098716038e-05,0.22499999163002746,-3.139219171689233,-1.5167652108337546,-0.01264498806497492
0.006,-18.0,0.010801080108010801,6.817273862478254e-05,0.224999987976021,0.0,-1.5130657121694044,-0.01373781964306141
0.007,-18.0,0.012601260126012601,8.594605624163328e-05,0.2249999826744737,3.1398883468800998,-1.5094321132770316,-0.01461238038047493
0.008,-18.0,0.0144014401440144,0.00010540039001919462,0.2249999753577999,3.139168451013633,-1.5058464308834338,-0.015323479890771721
0.009,-18.0,0.016201620162016202,0.00012647270197977434,0.22499996563772665,3.139778214454912,-1.5022980071129939,-0.015904931339144505
0.01,-18.0,0.018001800180018002,0.00014910708224846465,0.22499995310861057,0.0,-1.4987834158865119,-0.016372182163900607
0.011,-18.0,0.019801980198019802,0.00017324848324811774,0.22499993735237928,-3.1404128020027726,-1.495304437425375,-0.016729295975209873
0.012,-18.0,0.021602160216021602,0.00019883577316680187,0.22499991794712718,-3.139330878748395,-1.4918692395246715,-0.016968331438672195
0.013,-18.0,0.023402340234023402,0.00022579473208162088,0.22499989448024768,-3.139504400200559,-1.4884930978154878,-0.01706991069354081
0.014,-18.0,0.025202520252025202,0.0002540465060431434,0.2249998665517217,-3.1409631161701324,-1.4851843954685502,-0.017030147548947026
0.015,-18.0,0.027002700270027002,0.0002835375008220849,0.22499983374823687,3.1405882111167136,-1.4819249979549016,-0.016897788703509584
0.016,-18.0,0.0288028802880288,0.0003142331309477735,0.22499979563894318,3.1393508625021647,-1.4787006956964344,-0.016708954987540346
0.017,-18.0,0.0306030603060306,0.0003461106412012924,0.22499975177534856,3.1386910620304946,-1.4755025520159342,-0.01648603342234311
0.018,-18.0,0.032403240324032405,0.0003791542627344604,0.22499970169215683,3.1385917675789887,-1.472325377544855,-0.01624233308436444
0.019,-18.0,0.034203420342034205,0.00041335226748027683,0.22499964490823826,3.138955693867115,-1.4691663572471925,-0.015985738290641305
0.02,-18.0,0.036003600360036005,0.0004486952256050639,0.224999580927537,3.139661172042055,-1.4660241670425775,-0.015721010550532877
0.021,-18.0,0.037803780378037805,0.00048517491133032647,0.22499950924001846,3.1405856986622553,-1.4628985008149153,-0.015451032281492952
0.022,-18.0,0.039603960396039604,0.0005227835130694343,0.22499942932284742,0.0,-1.4597898614136395,-0.01517740355251447
0.023,-18.0,0.041404140414041404,0.0005615129535529388,0.22499934064200525,-3.1405447199477425,-1.456699511210287,-0.014900683858570758
0.024,-18.0,0.043204320432043204,0.0006013541906747282,0.22499924265461554,-3.139621466116786,-1.453629539376133,-0.014620408348130122
0.025,-18.0,0.045004500450045004,0.0006422963630748784,0.22499913481242845,-3.1389022323391162,-1.4505830838772256,-0.014334898715685227
0.026,-18.0,0.046804680468046804,0.0006843258103060211,0.224999016566646,-3.1384933449492523,-1.4475645710845466,-0.014041170732491625
0.027,-18.0,0.048604860486048604,0.0007274245590792805,0.22499888737555523,-3.1385208364497115,-1.444580419920654,-0.013734224696695232
0.028,-18.0,0.050405040504050404,0.0007715709159595244,0.22499874670737655,-3.1390569095249226,-1.441636277322093,-0.013409858211107803
0.029,-18.0,0.052205220522052204,0.0008167449419774391,0.22499859402625477,-3.1400256529520543,-1.4387319593203176,-0.013072533332066674
0.03,-18.0,0.054005400540054004,0.0008629353617749375,0.22499842876685724,-3.1412252899614956,-1.4358601861070233,-0.012737909971973528
0.031,-18.0,0.0558055805580558,0.0009101387653171708,0.22499825032949572,3.140688279187,-1.4330138999183404,-0.012419756524198269
0.032,-18.0,0.0576057605760576,0.0009583572575021089,0.22499805808182405,3.139441665338124,-1.4301878188483446,-0.012127394103893433
0.033,-18.0,0.0594059405940594,0.0010075965767645924,0.22499785136102804,3.1382742571508917,-1.427378122545668,-0.01186662401135754
0.034,-18.0,0.0612061206120612,0.0010578647309473005,0.2249976294758066,3.1372115713028474,-1.4245820886011584,-0.011640733701945554
0.035,-18.0,0.063006300630063,0.0011091711156619778,0.2249973917076818,3.136259261970984,-1.4217977780527629,-0.011451459797347824
0.036,-18.0,0.06480648064806481,0.0011615260532699461,0.2249971373113049,3.1354073092895205,-1.4190237926110467,-0.011299859003606312
0.037,-18.0,0.0666066606660666,0.0012149405426982586,0.22499686551422937,3.134644110735549,-1.4162591061255636,-0.011186697818600596
0.038,-18.0,0.06840684068406841,0.0012694248145767792,0.22499657552330907,3.1339830083692592,-1.4135030632748413,-0.011109287988005243
0.039,-18.0,0.0702070207020702,0.0013249862189051945,0.22499626653681823,3.1334290065420953,-1.4107553807195996,-0.011059720321742742
0.04,-18.0,0.07200720072007201,0.0013816296970748491,0.2249959377447481,3.1329669214954716,-1.4080158406961647,-0.011031401031687909
0.041,-18.0,0.0738073807380738,0.0014393587007549746,0.224995588325905,3.132581725440611,-1.4052842029323864,-0.011020146850950992
0.042,-18.0,0.07560756075607561,0.0014981756775845406,0.22499521744650805,3.132261944988915,-1.4025602269610404,-0.011023060359563751
0.043,-18.0,0.0774077407740774,0.0015580823334088796,0.22499482425960424,3.1319985369689882,-1.3998436825407163,-0.011037948752791252
0.044,-18.0,0.07920792079207921,0.0016190797976717295,0.22499440790480077,3.131784005172713,-1.397134351184588,-0.011063068950798657
0.045,-18.0,0.081008100810081,0.0016811687402953758,0.2249939675081285,3.1316119375177482,-1.3944320250399453,-0.011096998032002741
0.046,-18.0,0.08280828082808281,0.0017443494598555864,0.22499350218196623,3.1314767549726783,-1.3917365055907656,-0.011138555932598541
0.047,-18.0,0.0846084608460846,0.0018086219525781716,0.22499301102499758,3.1313735541973036,-1.3890476027816756,-0.011186753792107944
0.048,-18.0,0.08640864086408641,0.001873985967663368,0.2249924931221857,3.131298000497164,-1.386365134323514,-0.011240757059520042
0.049,-18.0,0.0882088208820882,0.0019404410524424549,0.22499194754475768,3.131246253625948,-1.3836889248560689,-0.011299857735384729
0.05,-18.0,0.09000900090009001,0.0020079865895753146,0.2249913733501951,3.131214910175927,-1.3810188052249086,-0.01136345257607466
0.051,-18.0,0.0918091809180918,0.002076621827720326,0.22499076958222997,3.131200949538102,-1.3783546121718788,-0.011431025501648566
0.052,-18.0,0.09360936093609361,0.0021463459068253783,0.2249901352708459,3.1312016817531747,-1.3756961883970824,-0.011502133416848075
0.053,-18.0,0.0954095409540954,0.0022171578791336547,0.22498946943228237,3.131214703819031,-1.3730433825077544,-0.011576394814701647
0.054,-18.0,0.09720972097209721,0.0022890567268695123,0.22498877106903972,3.131237868651095,-1.3703960486908295,-0.011653480659750302
0.055,-18.0,0.099009900990099,0.0023620413772664195,0.2249880391698833,3.131269262715642,-1.3677540461449866,-0.011733106783486458
0.056,-18.0,0.10081008100810081,0.002436110715270785,0.22498727270984772,3.131307183825007,-1.3651172387237243,-0.011815027374691384
0.057,-18.0,0.1026102610261026,0.0025112635941051406,0.22498647065024274,3.13135011461997,-1.3624854949316634,-0.011899029308757275
0.058,-18.0,0.10441044104410441,0.00258749884395907,0.22498563193866172,3.1313966950096903,-1.3598586883061743,-0.011984927572908888
0.059,-18.0,0.1062106210621062,0.0026648152792146758,0.2249847555089913,3.131445700443984,-1.3572366975203376,-0.012072561489894667
0.06,-18.0,0.10801080108010801,0.002743211704668035,0.2249838402814195,3.1314960302137296,-1.3546194061616315,-0.012161791839189612
0.061,-18.0,0.1098109810981098,0.002822686921075715,0.22498288516244003,3.131546703858841,-1.3520067020325213,-0.012252498371481065
0.062,-18.0,0.1116111611161116,0.0029032397301019144,0.22498188904485297,3.1315968586604277,-1.349398476557399,-0.012344577629559891
0.063,-18.0,0.1134113411341134,0.002984868938518502,0.2249808508077644,3.1316457418003147,-1.3467946245375308,-0.012437940726051077
0.064,-18.0,0.1152115211521152,0.0030675733615061923,0.2249797693165886,3.131692696520661,-1.344195044491601,-0.012532511304866985
0.065,-18.0,0.11701170117011701,0.0031513518250559777,0.2249786434230547,3.1317371468461306,-1.3415996390686193,-0.012628223572635369
0.066,-18.0,0.1188118811881188,0.003236203167649922,0.22497747196521686,3.1317785865910004,-1.3390083154483199,-0.012725020791834548
0.067,-18.0,0.12061206120612061,0.0033221262414980697,0.22497625376746627,3.131816576482963,-1.3364209852073898,-0.012822853972568504
0.068,-18.0,0.1224122412241224,0.0034091199136024024,0.22497498764054186,3.1318507492125223,-1.333837563619941,-0.0129216807159876
0.069,-18.0,0.12421242124212421,0.003497183066731116,0.22497367238153856,3.131880817214526,-1.3312579688126438,-0.013021464132869478
0.07,-18.0,0.126012601260126,0.0035863146000997656,0.2249723067739167,3.131906575775265,-1.3286821211492306,-0.013122171452840918
0.071,-18.0,0.1278127812781278,0.003676513429420582,0.22497088958751832,3.131927897284025,-1.3261099432308674,-0.01322377235252422
0.072,-18.0,0.12961296129612962,0.0037677784860876856,0.22496941957859612,3.1319447180279427,-1.3235413603530508,-0.013326237125080189
0.073,-18.0,0.1314131413141314,0.0038601087154850324,0.22496789548985718,3.131957021884122,-1.3209763012881583,-0.013429535140408816
0.074,-18.0,0.1332133213321332,0.003953503074575692,0.22496631605052186,3.131964825157302,-1.3184146988374086,-0.013533633494634484
0.075,-18.0,0.135013501350135,0.004047960529095011,0.2249646799763942,3.131968166175504,-1.3158564901828247,-0.013638496313649166
0.076,-18.0,0.13681368136813682,0.004143480050804198,0.22496298596993716,3.1319671022869175,-1.3133016163779256,-0.013744084404264124
0.077,-18.0,0.1386138613861386,0.004240060615271038,0.2249612327203447,3.131961713589057,-1.310750021323397,-0.013850355626246754
0.078,-18.0,0.1404140414041404,0.004337701200367383,0.22495941890360527,3.131952108136682,-1.3082016506040748,-0.013957265627981863
0.079,-18.0,0.1422142214221422,0.004436400785290912,0.22495754318255892,3.1319384219957076,-1.3056564505853363,-0.014064768331723543
0.08,-18.0,0.14401440144014402,0.004536158349747964,0.22495560420695354,3.1319208113627064,-1.3031143683454274,-0.014172816293092286
