time,wheel_l,wheel_r,roll,pitch,yaw,beta_l,beta_r,alpha
0.0,1.741935483870968,0.0,-9.089949839930644e-07,0.07500000034858666,3.1415805222868314,0.14176630912445337,-1.2465299515727456e-05,0.0
0.001,1.741935483870968,0.0018001800180018,-2.6739945109222655e-06,0.07500000032721554,3.141556966882933,0.1348963195593846,0.00017518388568395395,0.0
0.002,1.741935483870968,0.0036003600360036,-5.24723894645143e-06,0.07500000023553724,3.141522624770591,0.1282043708298624,0.0001556999023046014,0.0
0.003,1.741935483870968,0.0054005400540054005,-8.588854428850378e-06,0.07500000000186789,3.1414780280999803,0.12168158812346538,-1.6194505146171015e-05,0.0
0.004,1.741935483870968,0.0072007200720072,-1.2668104500149861e-05,0.07499999953487875,3.141423587074842,0.11530793564909,-0.0002868433332770604,0.0
0.005,1.741935483870968,0.009000900090009001,-1.7458736765822892e-05,0.07499999872585363,3.141359652055172,0.10907551539629472,-0.0006279812302132116,0.0
0.006,1.741935483870968,0.010801080108010801,-2.2935598347693874e-05,0.07499999745100086,3.141286558726789,0.1029897760293778,-0.0010252919779614607,0.0
0.007,1.741935483870968,0.012601260126012601,-2.9070460795897558e-05,0.07499999557478887,3.1412046838213374,0.09706996026603605,-0.0014843367026378643,0.0
0.008,1.741935483870968,0.0144014401440144,-3.583445274731076e-05,0.07499999295257333,3.1411144126503547,0.09132548731971062,-0.002000880987032018,-0.0004778390755480377
0.009,1.741935483870968,0.016201620162016202,-4.320453526079964e-05,0.0749999894302615,3.1410160526864095,0.08573998740445636,-0.0025442568044411664,-0.0010747619181858633
0.01,1.741935483870968,0.018001800180018002,-5.116083237461525e-05,0.07499998484534326,3.140909869188997,0.08030632304939042,-0.0030960924129581737,-0.0013962767971334071
0.011,1.741935483870968,0.019801980198019802,-5.968298844019215e-05,0.0749999790295218,3.1407961338189265,0.07502809867193505,-0.0036566516834917392,-0.0014224500795311172
