time,wheel_l,wheel_r,roll,pitch,yaw,beta_l,beta_r,alpha
0.0,5.225806451612904,0.0,0.0,0.0,-1.2097199662352735e-05,0.44072072439491866,0.0007225951322398973,0.0
0.001,5.225806451612904,0.0018001800180018,0.0,0.0,-3.553667950411768e-05,0.43451454710148585,0.0015439350370718332,0.0
0.002,5.225806451612904,0.0036003600360036,0.0,0.0,-6.958547368705732e-05,0.4284584281562165,0.0020711559920952825,0.0
0.003,5.225806451612904,0.0054005400540054005,0.0,0.0,-0.00011362393625445513,0.4225381874417714,0.0023587497281728287,0.0
0.004,5.225806451612904,0.0072007200720072,0.0,0.0,-0.00016717738111982465,0.4167291457279115,0.0024698826964247057,0.0
0.005,5.225806451612904,0.009000900090009001,0.0,0.0,-0.00022984937124959537,0.4110230819262937,0.0024437527345750206,0.0007758118928253458
0.006,5.225806451612904,0.010801080108010801,0.0,0.0,-0.0003012522034604185,0.4054324493264474,0.0022981058453874444,0.0009539334274346439
0.007,5.225806451612904,0.012601260126012601,0.0,0.0,-0.0003810252440957979,0.3999627557206817,0.002054853954443748,0.0
0.008,5.225806451612904,0.0144014401440144,0.0,0.0,-0.00046894532621609365,0.3945837690411198,0.0017670698242821495,0.0
0.009,5.225806451612904,0.016201620162016202,0.0,0.0,-0.0005648818012588491,0.38927630954104897,0.0014716398447629073,0.0
0.01,5.225806451612904,0.018001800180018002,0.0,0.0,-0.0006687253857689702,0.3840324577071734,0.0011735917576517648,0.0
0.011,5.225806451612904,0.019801980198019802,0.0,0.0,-0.0007803751536890303,0.3788494049423115,0.0008751815487538781,0.0007248490703416078
0.012,5.225806451612904,0.021602160216021602,0.0,0.0,-0.0008997354827600402,0.3737268101246853,0.000579282198144207,0.0013072558569620204
0.013,5.225806451612904,0.023402340234023402,0.0,0.0,-0.0010267064560868274,0.36866601757827294,0.00028463548027381387,0.0018595251400383064
0.014,5.225806451612904,0.025202520252025202,0.0,0.0,-0.0011611620767142067,0.3636731601722329,-1.8430252066403176e-05,0.002235867836612416
0.015,5.225806451612904,0.027002700270027002,0.0,0.0,-0.0013029327648305215,0.3587603340093203,-0.0003442301071431182,0.002253445955366752
0.016,5.225806451612904,0.0288028802880288,0.0,0.0,-0.0014518718756521196,0.35392264589966926,-0.0006837586478515628,0.0020177437771293685
0.017,5.225806451612904,0.0306030603060306,0.0,0.0,-0.001607882157919374,0.3491459375041663,-0.0010212417377459069,0.00174021749483947
