time,wheel_l,wheel_r,roll,pitch,yaw,beta_l,beta_r,alpha
0.0,-5.478260869565217,-18.0,0.0,0.0,784.1020760502909,-0.42970104555920496,-1.5015619151244224,0.0
0.01,-5.478260869565217,-18.0,0.0,0.0,784.1020760318265,-0.3904642760474799,-1.4623240266767754,0.0
0.02,-5.478260869565217,-18.0,0.0,0.0,784.1020746239692,-0.3513003189637081,-1.4230758723773853,0.0
0.03,-5.478260869565217,-18.0,0.0,0.0,784.1020715124936,-0.3121548586657875,-1.3838271728071327,0.0
0.04,-5.478260869565217,-18.0,0.0,0.0,784.1020663025403,-0.2730329040539269,-1.344578050447846,0.0
0.05,-5.478260869565217,-18.0,0.0,0.0,784.1020584933925,-0.23394116331035472,-1.305328798524991,0.0
0.06,-5.478260869565217,-18.0,0.0,0.0,784.102047439903,-0.19488900352736643,-1.2660800316288623,0.0
0.07,-5.478260869565217,-18.0,0.0,0.0,784.1020322874446,-0.15589036582862476,-1.2268329964148974,-3.1415573678207456
0.08,-5.478260869565217,-18.0,0.0,0.0,784.1020118474086,-0.1169680862453869,-1.1875902896313049,-3.141541878166785
0.09,-5.478260869565217,-18.0,0.0,0.0,784.1019843147837,-0.07816542298714468,-1.1483578154858638,-3.1415210151611155
0.1,-5.478260869565217,-18.0,0.0,0.0,784.1019464371276,-0.03958617924652286,-1.109151662851971,-3.1414906538742073
0.11,-5.478260869565217,-18.0,0.0,0.0,784.1018893983555,-0.0016320197859843177,-1.0700363397617514,-3.1414247639398196
0.12,-5.478260869565217,-18.0,0.0,0.0,784.1014502753001,0.013897464983650354,-1.0313525474220007,-3.137824120092727
0.13,-5.478260869565217,-18.0,0.0,0.0,784.0997789541867,-0.019730597450752008,-0.9903094075473667,-3.1373900726315984
0.14,-5.478260869565217,-18.0,0.0,0.0,784.0981800747657,0.01371166951087971,-0.9612571071345055,-3.1360337897474797
0.15,-5.478260869565217,-18.0,0.0,0.0,784.0957957608288,-0.00028159198026950216,-0.9276530369732046,-3.134286761006167
0.16,-5.478260869565217,-18.0,0.0,0.0,784.0931011515323,0.010060592037437588,-0.8985069541648832,-3.132517878807357
0.17,-5.478260869565217,-18.0,0.0,0.0,784.0898660530211,0.007949075558160157,-0.8678648242253719,-3.1304402966078304
0.18,-5.478260869565217,-18.0,0.0,0.0,784.0861793521661,0.010225026424962147,-0.8382217713281865,-3.1281404994434023
0.19,-5.478260869565217,-18.0,0.0,0.0,784.0820289898262,0.011623510863974396,-0.8087254008993539,-3.125654747005182
0.2,-5.478260869565217,-18.0,0.0,0.0,784.0774227683182,0.01317184043954378,-0.7795520057400154,-3.1229933653031243
0.21,-5.478260869565217,-18.0,0.0,0.0,784.0723674495355,0.01479912158894059,-0.7507094297409637,-3.120160742886071
0.22,-5.478260869565217,-18.0,0.0,0.0,784.0668698808922,0.016488759958415478,-0.7222194498283919,-3.117149203376493
0.23,-5.478260869565217,-18.0,0.0,0.0,784.0609371307149,0.018228232979129566,-0.6941079758425811,-3.1139652759017373
0.24,-5.478260869565217,-18.0,0.0,0.0,784.054576732829,0.0200150587389768,-0.6664056989392878,-3.110624431237546
0.25,-5.478260869565217,-18.0,0.0,0.0,784.0477968734643,0.021853905464039647,-0.6391474866064428,-3.1071458640548055
0.26,-5.478260869565217,-18.0,0.0,0.0,784.0406065128524,0.02375320865448216,-0.6123718078226693,-3.1035476837187583
0.27,-5.478260869565217,-18.0,0.0,0.0,784.0330153448937,0.025716780413581053,-0.5861193108524873,-3.0998439495536374
0.28,-5.478260869565217,-18.0,0.0,0.0,784.0250336918789,0.027740697209954923,-0.5604319996586835,-3.0960457816077205
0.29,-5.478260869565217,-18.0,0.0,0.0,784.0166725423533,0.02982115959909365,-0.5353540487156514,-3.0921632508438206
0.3,-5.478260869565217,-18.0,0.0,0.0,784.0079437033505,0.031961152172966245,-0.5109320738279193,-3.088208084798
0.31,-5.478260869565217,-18.0,0.0,0.0,783.99885984764,0.034166177763520045,-0.4872130357462414,-3.0841979393428263
0.32,-5.478260869565217,-18.0,0.0,0.0,783.9894341480557,0.03642426771672003,-0.4642392070413255,-3.0801598601841484
0.33,-5.478260869565217,-18.0,0.0,0.0,783.979679586066,0.03868748059407445,-0.442046932400056,-3.0761053111220944
0.34,-5.478260869565217,-18.0,0.0,0.0,783.9696099913787,0.04095975527453943,-0.4206836762364392,-3.0720178667878653
0.35,-5.478260869565217,-18.0,0.0,0.0,783.9592402257354,0.04325894007753228,-0.40019413150535144,-3.067898668743908
0.36,-5.478260869565217,-18.0,0.0,0.0,783.9485850256369,0.04554903545028155,-0.3806067081495188,-3.0637613484146895
0.37,-5.478260869565217,-18.0,0.0,0.0,783.9376585477046,0.047784620423977575,-0.361931686438673,-3.059689374108973
