time,wheel_l,wheel_r,roll,pitch,yaw,beta_l,beta_r,alpha
0.0,-2.903225806451612,-18.0,0.0,0.0,998.9267017503706,-0.18965900171889172,-1.4819428726866337,0.0
0.01,-2.903225806451612,-18.0,0.0,0.0,998.9266942654018,-0.13120805401225652,-1.42303833587056,0.0
0.02,-2.903225806451612,-18.0,0.0,0.0,-0.09978803594232831,-0.07297188899002055,-1.3641370966895618,0.0
0.03,-2.903225806451612,-18.0,0.0,0.0,998.9266384838388,-0.015243036284430717,-1.305265207799492,-3.1415176263067375
0.04,-2.903225806451612,-18.0,0.0,0.0,-0.09994424749563169,0.03836871102672676,-1.246710439261896,-3.140810248495989
0.05,-2.903225806451612,-18.0,0.0,0.0,998.924074637116,-0.03098045210922884,-1.1750999323532967,-3.1384998851955705
0.06,-2.903225806451612,-18.0,0.0,0.0,998.9217731031395,0.020924830170047176,-1.1318860818219707,-3.1355767876288114
0.07,-2.903225806451612,-18.0,0.0,0.0,998.9182810892028,-0.0010048917187512052,-1.0816727181201231,-3.1323270704806587
0.08,-2.903225806451612,-18.0,0.0,0.0,998.9143586019413,0.015906331922512812,-1.038674811002399,-3.129736159931852
0.09,-2.903225806451612,-18.0,0.0,0.0,998.9096169077985,0.011820097505919808,-0.9931171084059145,-3.1268567854379503
0.1,-2.903225806451612,-18.0,0.0,0.0,998.904218988898,0.015738644857785283,-0.9494313407432932,-3.123825196791051
0.11,-2.903225806451612,-18.0,0.0,0.0,998.8981419102016,0.01797212977307258,-0.9060407721925408,-3.120450158283802
0.12,-2.903225806451612,-18.0,0.0,0.0,998.891401939519,0.020520263903157948,-0.863321383696679,-3.1168393232791023
0.13,-2.903225806451612,-18.0,0.0,0.0,998.8840124510205,0.023178731826981075,-0.8213021361261252,-3.1130045071539163
0.14,-2.903225806451612,-18.0,0.0,0.0,998.8759881065749,0.025952349361751142,-0.7800562482058219,-3.1089697325947117
0.15,-2.903225806451612,-18.0,0.0,0.0,998.8673451365808,0.028852896080751506,-0.7396669932367399,-3.104758528170295
0.16,-2.903225806451612,-18.0,0.0,0.0,998.8581013862098,0.031887437242501565,-0.700225161242533,-3.1003920000897067
0.17,-2.903225806451612,-18.0,0.0,0.0,998.8482762331656,0.035052460976241345,-0.6618271355110071,-3.095890887127903
0.18,-2.903225806451612,-18.0,0.0,0.0,-0.1885733161843922,0.038335945051081816,-0.6245740334949801,-3.091273626764545
0.19,-2.903225806451612,-18.0,0.0,0.0,998.8269667243285,0.041729365094837406,-0.58857216276693,-3.086551597751079
0.2,-2.903225806451612,-18.0,0.0,0.0,998.8155291743828,0.04523661903578466,-0.5539317252234863,-3.081734203618509
0.21,-2.903225806451612,-18.0,0.0,0.0,998.8036041330812,0.048865238780002956,-0.520761129308154,-3.0768386693109147
0.22,-2.903225806451612,-18.0,0.0,0.0,998.7912200730689,0.05265111536659109,-0.48915871885544915,-3.071998014885626
0.23,-2.903225806451612,-18.0,0.0,0.0,998.7783993123319,0.05619802412027128,-0.4591477461884461,-3.0671613836319644
0.24,-2.903225806451612,-18.0,0.0,0.0,998.7651732342755,0.059895059117456656,-0.4308884816321763,-3.062285806532656
0.25,-2.903225806451612,-18.0,0.0,0.0,998.751572527981,0.06365907104204552,-0.4044219984801871,-3.0574083562027887
0.26,-2.903225806451612,-18.0,0.0,0.0,998.7376275847196,0.0674440776550845,-0.37977623166846763,-3.0525692249327037
0.27,-2.903225806451612,-18.0,0.0,0.0,998.7233687428746,0.07123424072871845,-0.3569638144363996,-3.0477952002440203
0.28,-2.903225806451612,-18.0,0.0,0.0,998.7088257701816,0.07500560527605779,-0.335974120496334,-3.0430978553034587
